Player,Nation,UrlFBref,TmPos,clubes
Bernardo Silva,pt,https://fbref.com/en/players/3eb22ec9/Bernardo-Silva,Attacking Midfield,['Benfica' 'Manchester City' 'Monaco']
Caio Henrique Oliveira Silva,br,https://fbref.com/en/players/30af8b93/Caio-Henrique-Oliveira-Silva,Right Winger,['Atlético Madrid' 'Paraná' 'Fluminense' 'Monaco']
David Silva,es,https://fbref.com/en/players/e2716bd0/David-Silva,Attacking Midfield,['Eibar' 'Celta Vigo' 'Valencia' 'Manchester City' 'Real Sociedad']
Fábio Silva,pt,https://fbref.com/en/players/e7aa9d7c/Fabio-Silva,Centre-Forward,['Porto' 'Wolves']
Gabriel Silva,br,https://fbref.com/en/players/4914ed4a/Gabriel-Silva,Left-Back,['Novara' 'Udinese' 'Genoa' 'Carpi' 'Granada' 'Saint-Étienne']
Jonathan Silva,ar,https://fbref.com/en/players/f2308b33/Jonathan-Silva,Left-Back,['Sporting CP' 'Boca Juniors' 'Roma' 'Leganés' 'Getafe']
Thiago Silva,br,https://fbref.com/en/players/86e7deaf/Thiago-Silva,Centre-Back,['Milan' 'Paris S-G' 'Chelsea']
Mohamed Simakan,fr,https://fbref.com/en/players/fcb27134/Mohamed-Simakan,Centre-Back,['Strasbourg' 'RB Leipzig']
Giovanni Simeone,ar,https://fbref.com/en/players/343c0d52/Giovanni-Simeone,Centre-Forward,['River Plate' 'Banfield' 'Genoa' 'Fiorentina' 'Cagliari' 'Hellas Verona']
Giovanni Simeone,ar,https://fbref.com/en/players/343c0d52/Giovanni-Simeone,Centre-Forward,['River Plate' 'Banfield' 'Genoa' 'Fiorentina' 'Cagliari' 'Hellas Verona']
Giuliano Simeone,ar,https://fbref.com/en/players/a6536561/Giuliano-Simeone,Centre-Forward,['Atlético Madrid']
Ellis Simms,en,https://fbref.com/en/players/26d3b5be/Ellis-Simms,Centre-Forward,['Everton' 'Blackpool' 'Hearts']
Moses Simon,ng,https://fbref.com/en/players/5f3eaaf5/Moses-Simon,Left Winger,['Gent' 'Levante' 'Nantes']
Xavi Simons,nl,https://fbref.com/en/players/da4d670f/Xavi-Simons,Central Midfield,['Paris S-G']
Wilfried Singo,ci,https://fbref.com/en/players/8b609c34/Wilfried-Singo,Right-Back,['Torino']
Daley Sinkgraven,nl,https://fbref.com/en/players/73000a79/Daley-Sinkgraven,Left-Back,['Heerenveen' 'Ajax' 'Jong Ajax' 'Leverkusen']
Hugo Siquet,be,https://fbref.com/en/players/c6cf860f/Hugo-Siquet,Right-Back,['Standard Liège' 'SC Freiburg II' 'Freiburg']
Issouf Sissokho,ml,https://fbref.com/en/players/792a9d41/Issouf-Sissokho,Central Midfield,['Bordeaux']
Ibrahima Sissoko,fr,https://fbref.com/en/players/0f8418aa/Ibrahima-Sissoko,Defensive Midfield,['Brest' 'Strasbourg']
Moussa Sissoko,fr,https://fbref.com/en/players/2acd49b9/Moussa-Sissoko,Central Midfield,['Toulouse' 'Newcastle Utd' 'Tottenham' 'Watford']
Nelson Sissoko,fr,https://fbref.com/en/players/12bd0579/Nelson-Sissoko,Right-Back,['Clermont Foot' 'Saint-Étienne' 'Quevilly-Rouen']
Sambou Sissoko,fr,https://fbref.com/en/players/e4bb1f08/Sambou-Sissoko,Right-Back,['Tours' 'Reims']
Ellyes Skhiri,tn,https://fbref.com/en/players/c2211709/Ellyes-Skhiri,Defensive Midfield,['Montpellier' 'Köln']
Oliver Skipp,en,https://fbref.com/en/players/6250083a/Oliver-Skipp,Defensive Midfield,['Tottenham' 'Norwich City']
Leo Skiri Østigård,no,https://fbref.com/en/players/b35a7399/Leo-Skiri-Ostigard,Centre-Back,['Molde' 'Brighton' 'St. Pauli' 'Coventry City' 'Stoke City' 'Genoa']
Andreas Skov Olsen,dk,https://fbref.com/en/players/c50cee19/Andreas-Skov-Olsen,Right Winger,['Nordsjælland' 'Bologna' 'Club Brugge']
Robert Skov,dk,https://fbref.com/en/players/ff98492b/Robert-Skov,Right Winger,['Silkeborg' 'FC Copenhagen' 'Hoffenheim']
Milan Škriniar,sk,https://fbref.com/en/players/30f5ffa9/Milan-Skriniar,Centre-Back,['Sampdoria' 'Inter']
Islam Slimani,dz,https://fbref.com/en/players/ffec9769/Islam-Slimani,Centre-Forward,"['Sporting CP' 'Leicester City' 'Newcastle Utd' 'Fenerbahçe' 'Monaco'
 'Lyon']"
William Smallbone,ie,https://fbref.com/en/players/5e105217/William-Smallbone,Central Midfield,['Southampton']
Chris Smalling,en,https://fbref.com/en/players/b6964eb6/Chris-Smalling,Centre-Back,['Fulham' 'Manchester Utd' 'Roma']
Emile Smith Rowe,en,,,['Arsenal' 'Huddersfield' 'RB Leipzig']
Cédric Soares,pt,https://fbref.com/en/players/839c14e1/Cedric-Soares,Right-Back,['Sporting CP' 'Académica' 'Southampton' 'Inter' 'Arsenal']
Danilo Soares,br,https://fbref.com/en/players/c05f2f8c/Danilo-Soares,Left-Back,['Ingolstadt 04' 'Hoffenheim' 'Bochum']
Rubén Sobrino,es,https://fbref.com/en/players/19b776e9/Ruben-Sobrino,Centre-Forward,['Alavés' 'Cádiz' 'Girona' 'Ponferradina' 'Real Madrid B' 'Valencia']
Rubén Sobrino,es,https://fbref.com/en/players/19b776e9/Ruben-Sobrino,Centre-Forward,['Alavés' 'Cádiz' 'Girona' 'Ponferradina' 'Real Madrid B' 'Valencia']
Alex Sola,es,https://fbref.com/en/players/5fa714d5/Alex-Sola,Right-Back,['Real Sociedad' 'Numancia' 'Real Sociedad B']
Augusto Solari,ar,https://fbref.com/en/players/3ca6106c/Augusto-Solari,Right Winger,['River Plate' 'Estudiantes' 'Racing Club' 'Celta Vigo']
Roberto Soldado,es,https://fbref.com/en/players/9d66fbe3/Roberto-Soldado,Centre-Forward,"['Real Madrid B' 'Real Madrid' 'Osasuna' 'Getafe' 'Valencia' 'Tottenham'
 'Villarreal' 'Fenerbahçe' 'Granada' 'Levante']"
Carlos Soler,es,https://fbref.com/en/players/fed17f5a/Carlos-Soler,Central Midfield,['Valencia']
Son,es,https://fbref.com/en/players/037dbd30/Son,Right-Back,['Levante' 'Ponferradina']
Brandon Soppy,fr,https://fbref.com/en/players/28f66c2e/Brandon-Soppy,Right-Back,['Rennes' 'Udinese']
Roberto Soriano,it,https://fbref.com/en/players/9d4c45d6/Roberto-Soriano,Attacking Midfield,['Bologna' 'Empoli' 'Sampdoria' 'Torino' 'Villarreal']
Alberto Soro,es,https://fbref.com/en/players/452c3055/Alberto-Soro,Right Winger,['Granada' 'Zaragoza']
Borna Sosa,hr,https://fbref.com/en/players/af0d79a9/Borna-Sosa,Left-Back,['Dinamo Zagreb' 'Stuttgart']
Hugo Sotelo,es,https://fbref.com/en/players/3aa74860/Hugo-Sotelo,Right Winger,['Celta Vigo']
Florian Sotoca,fr,https://fbref.com/en/players/7a42d0df/Florian-Sotoca,Centre-Forward,['Grenoble' 'Lens' 'Montpellier']
Riccardo Sottil,it,https://fbref.com/en/players/94816803/Riccardo-Sottil,Left Winger,['Fiorentina' 'Pescara' 'Cagliari']
Tomáš Souček,cz,https://fbref.com/en/players/6613c819/Tomas-Soucek,Defensive Midfield,['Slavia Prague' 'Slovan Liberec' 'West Ham']
Matìas Soulé,ar,https://fbref.com/en/players/c13ddd3e/Matias-Soule,Right Winger,['Juventus']
Sambou Soumano,sn,https://fbref.com/en/players/7cc00776/Sambou-Soumano,Centre-Forward,['Lorient']
Adama Soumaoro,fr,https://fbref.com/en/players/7b075c75/Adama-Soumaoro,Centre-Back,['Lille' 'Genoa' 'Bologna']
Boubakary Soumaré,fr,https://fbref.com/en/players/ae59b359/Boubakary-Soumare,Defensive Midfield,['Lille' 'Leicester City']
Arnaud Souquet,fr,https://fbref.com/en/players/4e0afc5d/Arnaud-Souquet,Right-Back,['Lille' 'Dijon' 'Nice' 'Gent' 'Montpellier']
Djibril Sow,ch,https://fbref.com/en/players/4c6facae/Djibril-Sow,Central Midfield,"[""M'Gladbach"" 'Young Boys' 'Eint Frankfurt']"
Saidou Sow,gn,https://fbref.com/en/players/f6b94e8d/Saidou-Sow,Centre-Back,['Saint-Étienne']
Çağlar Söyüncü,tr,https://fbref.com/en/players/21166ff4/Caglar-Soyuncu,Centre-Back,['Freiburg' 'Leicester City']
Leonardo Spinazzola,it,https://fbref.com/en/players/3626daea/Leonardo-Spinazzola,Left-Back,"['Virtus Lanciano' 'Empoli' 'Siena' 'Vicenza' 'Atalanta' 'Perugia'
 'Juventus' 'Roma']"
Tony Springett,en,,,['Norwich City']
Jerry St. Juste,nl,https://fbref.com/en/players/90339309/Jerry-St-Juste,Centre-Back,['Heerenveen' 'Feyenoord' 'Mainz 05']
Anton Stach,de,https://fbref.com/en/players/0f59a7bf/Anton-Stach,Defensive Midfield,['Osnabrück U19' 'Greuther Fürth' 'Mainz 05']
Kostas Stafylidis,gr,https://fbref.com/en/players/861e0116/Kostas-Stafylidis,Left-Back,"['PAOK' 'Leverkusen' 'Fulham' 'Augsburg' 'Stoke City' 'Hoffenheim'
 'Bochum']"
Luca Stanga,it,https://fbref.com/en/players/2967bcd0/Luca-Stanga,Right-Back,['Milan']
Josip Stanišić,hr,https://fbref.com/en/players/7ed08d5c/Josip-Stanisic,Right-Back,['Bayern U19' 'Bayern Munich II' 'Bayern Munich']
Niklas Stark,de,https://fbref.com/en/players/aad48be9/Niklas-Stark,Centre-Back,['Nürnberg' 'Hertha BSC']
Renato Steffen,ch,https://fbref.com/en/players/dd669209/Renato-Steffen,Right Winger,['Thun' 'Young Boys' 'Basel' 'Wolfsburg']
Calvin Stengs,nl,https://fbref.com/en/players/8f7e6783/Calvin-Stengs,Right Winger,['AZ Alkmaar' 'Jong AZ' 'Nice']
Pascal Stenzel,de,https://fbref.com/en/players/99f7e9aa/Pascal-Stenzel,Centre-Back,['Dortmund II' 'Dortmund' 'Freiburg' 'Stuttgart']
Dale Stephens,en,https://fbref.com/en/players/653ee42d/Dale-Stephens,Central Midfield,"['Bury' 'Droylsden' 'Rochdale' 'Oldham Athletic' 'Southampton'
 'Charlton Ath' 'Brighton' 'Burnley FC U23' 'Burnley']"
Jack Stephens,en,https://fbref.com/en/players/6adbc307/Jack-Stephens,Centre-Back,"['Plymouth Argyle' 'Swindon Town' 'Southampton' 'Middlesbrough'
 'Coventry City']"
Raheem Sterling,en,https://fbref.com/en/players/b400bde0/Raheem-Sterling,Left Winger,['Liverpool' 'Manchester City']
Finley Stevens,wl,https://fbref.com/en/players/7e003182/Finley-Stevens,Right-Back,['Brentford']
Angelo Stiller,de,https://fbref.com/en/players/3b1ed320/Angelo-Stiller,Defensive Midfield,['FC Bayern U17' 'Bayern U19' 'Bayern Munich II' 'Hoffenheim']
Lars Stindl,de,https://fbref.com/en/players/7cd6badb/Lars-Stindl,Second Striker,"['Karlsruher' 'Hannover 96' ""M'Gladbach""]"
Riccardo Stivanello,it,,,['Bologna']
Kevin Stöger,at,https://fbref.com/en/players/e5649a78/Kevin-Stoger,Attacking Midfield,"['Stuttgart II' 'Kaiserslautern' 'Paderborn 07' 'Bochum' 'Düsseldorf'
 'Mainz 05']"
Petar Stojanović,si,https://fbref.com/en/players/13b44b02/Petar-Stojanovic,Right-Back,['Dinamo Zagreb' 'Empoli']
John Stones,en,https://fbref.com/en/players/5eecec3d/John-Stones,Centre-Back,['Barnsley' 'Everton' 'Manchester City']
Stefan Strandberg,no,https://fbref.com/en/players/6d5e62b0/Stefan-Strandberg,Centre-Back,"['Vålerenga' 'Rosenborg' 'Krasnodar' 'Hannover 96' 'Ural' 'Trapani'
 'Salernitana']"
Dávid Strelec,sk,https://fbref.com/en/players/2cb9486d/David-Strelec,Centre-Forward,['Spezia']
Tobias Strobl,de,https://fbref.com/en/players/17780d2b/Tobias-Strobl,Defensive Midfield,"['Hoffenheim' 'Köln' ""M'Gladbach"" 'Augsburg']"
Kevin Strootman,nl,https://fbref.com/en/players/ef2e5e1a/Kevin-Strootman,Central Midfield,"[""Sparta R'dam"" 'Utrecht' 'PSV Eindhoven' 'Roma' 'Marseille' 'Genoa'
 'Cagliari']"
Pascal Struijk,nl,https://fbref.com/en/players/f4d296e4/Pascal-Struijk,Centre-Back,['Jong Ajax' 'Leeds United' 'Leeds Utd U23']
Jens Stryger Larsen,dk,https://fbref.com/en/players/f91e81c9/Jens-Stryger-Larsen,Right-Back,['Brøndby' 'Nordsjælland' 'Austria Wien' 'Udinese']
Leo Štulac,si,https://fbref.com/en/players/92948398/Leo-Stulac,Defensive Midfield,['Venezia' 'Parma' 'Empoli']
Stefano Sturaro,it,https://fbref.com/en/players/2334478a/Stefano-Sturaro,Central Midfield,['Modena' 'Genoa' 'Juventus' 'Hellas Verona']
Damián Suárez,uy,https://fbref.com/en/players/ba5004e1/Damian-Suarez,Right-Back,['Sporting Gijón' 'Elche' 'Getafe']
Denis Suárez,es,https://fbref.com/en/players/12c50af5/Denis-Suarez,Attacking Midfield,['Arsenal' 'Barcelona' 'Barcelona B' 'Celta Vigo' 'Sevilla' 'Villarreal']
Luis Suárez,uy,https://fbref.com/en/players/a6154613/Luis-Suarez,Centre-Forward,['Groningen' 'Ajax' 'Liverpool' 'Barcelona' 'Atlético Madrid']
Mario Suárez,es,https://fbref.com/en/players/7106f0a0/Mario-Suarez,Defensive Midfield,"['Atlético Madrid' 'Valladolid' 'Celta Vigo' 'Mallorca' 'Fiorentina'
 'Watford' 'Valencia' 'Guizhou Heng' 'Rayo Vallecano']"
Isaac Success,ng,https://fbref.com/en/players/f573a8bf/Isaac-Success,Centre-Forward,['Granada' 'Watford' 'Málaga' 'Udinese']
Niklas Süle,de,https://fbref.com/en/players/e33c06cf/Niklas-Sule,Centre-Back,['Hoffenheim' 'Bayern Munich']
Kamaldeen Sulemana,gh,https://fbref.com/en/players/a62f8bf1/Kamaldeen-Sulemana,Left Winger,['Nordsjælland' 'Rennes']
Crysencio Summerville,nl,https://fbref.com/en/players/df04eb4b/Crysencio-Summerville,Right Winger,['Dordrecht' 'ADO Den Haag' 'Leeds Utd U23' 'Leeds United']
Vladyslav Supriaha,ua,https://fbref.com/en/players/73affbb6/Vladyslav-Supriaha,Centre-Forward,['Dynamo Kyiv' 'SK Dnipro-1' 'Sampdoria']
Suso,es,https://fbref.com/en/players/4e219ad2/Suso,Right Winger,['Liverpool' 'Almería' 'Milan' 'Genoa' 'Sevilla']
Bosko Sutalo,hr,https://fbref.com/en/players/1d0bb7e4/Bosko-Sutalo,Centre-Back,['Osijek' 'Atalanta' 'Hellas Verona']
Mattias Svanberg,se,https://fbref.com/en/players/92d83c27/Mattias-Svanberg,Central Midfield,['Malmö' 'Bologna']
Michael Svoboda,at,https://fbref.com/en/players/8abd174d/Michael-Svoboda,Centre-Back,['WSG Tirol' 'Venezia']
Abdoulaye Sylla,gn,https://fbref.com/en/players/2aeb43f1/Abdoulaye-Sylla,Centre-Back,['Nantes']
Mamadou Sylla,sn,https://fbref.com/en/players/e5ec95f8/Mamadou-Sylla,Centre-Forward,"['Racing Sant' 'Espanyol' 'Eupen' 'Gent' 'Sint-Truiden' 'Zulte Waregem'
 'Orenburg' 'Girona' 'Alavés' 'Rayo Vallecano']"
Mamadou Sylla,sn,https://fbref.com/en/players/e5ec95f8/Mamadou-Sylla,Centre-Forward,"['Racing Sant' 'Espanyol' 'Eupen' 'Gent' 'Sint-Truiden' 'Zulte Waregem'
 'Orenburg' 'Girona' 'Alavés' 'Rayo Vallecano']"
Ádám Szalai,hu,https://fbref.com/en/players/53e07d0b/Adam-Szalai,Centre-Forward,['Mainz 05' 'Schalke 04' 'Hoffenheim' 'Hannover 96' 'Basel']
Dominik Szoboszlai,hu,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,Left Winger,['RB Leipzig' 'RB Salzburg']
Jakob Sørensen,dk,https://fbref.com/en/players/953c30b0/Jakob-Sorensen,Left-Back,['Esbjerg' 'Norwich City']
Alexander Sørloth,no,https://fbref.com/en/players/e92cd3f7/Alexander-Sorloth,Centre-Forward,"['Rosenborg' 'Bodø/Glimt' 'Groningen' 'Midtjylland' 'Crystal Palace'
 'Gent' 'Trabzonspor' 'RB Leipzig' 'Real Sociedad']"
Tachi,es,https://fbref.com/en/players/8b625720/Tachi,Centre-Back,['Alavés' 'Fuenlabrada']
Jonathan Tah,de,https://fbref.com/en/players/bd142efb/Jonathan-Tah,Centre-Back,['Hamburger SV' 'Düsseldorf' 'Leverkusen']
Waniss Taibi,fr,https://fbref.com/en/players/95192fe4/Waniss-Taibi,Attacking Midfield,['Angers']
Flavien Tait,fr,https://fbref.com/en/players/a0f9b535/Flavien-Tait,Central Midfield,['Châteauroux' 'Angers' 'Rennes']
Adrien Tameze,cm,https://fbref.com/en/players/8da74c05/Adrien-Tameze,Defensive Midfield,['Valenciennes' 'Nice' 'Atalanta' 'Hellas Verona']
Japhet Tanganga,en,https://fbref.com/en/players/e9971f2d/Japhet-Tanganga,Centre-Back,['Tottenham']
Renato Tapia,pe,https://fbref.com/en/players/34269bdf/Renato-Tapia,Defensive Midfield,['Jong Twente' 'Twente' 'Feyenoord' 'Willem II' 'Celta Vigo']
Edmond Tapsoba,bf,https://fbref.com/en/players/a73c8f95/Edmond-Tapsoba,Centre-Back,['Vitória' 'Leverkusen']
Florian Tardieu,fr,https://fbref.com/en/players/ed39121c/Florian-Tardieu,Defensive Midfield,['Istres' 'Sochaux' 'Zulte Waregem' 'Troyes']
Matt Targett,en,https://fbref.com/en/players/e514ab62/Matt-Targett,Left-Back,['Southampton' 'Fulham' 'Aston Villa' 'Newcastle Utd']
Matt Targett,en,https://fbref.com/en/players/e514ab62/Matt-Targett,Left-Back,['Southampton' 'Fulham' 'Aston Villa' 'Newcastle Utd']
Oussama Targhalline,ma,https://fbref.com/en/players/abd56820/Oussama-Targhalline,Defensive Midfield,['Marseille']
James Tarkowski,en,https://fbref.com/en/players/15ea812b/James-Tarkowski,Centre-Back,['Oldham Athletic' 'Brentford' 'Burnley']
Niklas Tauer,de,https://fbref.com/en/players/27270af4/Niklas-Tauer,Defensive Midfield,['Mainz U17' 'Mainz U19' 'Mainz 05']
Nuno Tavares,pt,https://fbref.com/en/players/a65c844b/Nuno-Tavares,Left-Back,['Benfica' 'Arsenal']
Charlie Taylor,en,https://fbref.com/en/players/cc2d7ad5/Charlie-Taylor,Left-Back,"['Bradford City' 'Leeds United' 'Inverness CT' 'York City'
 'Fleetwood Town' 'Burnley']"
Loum Tchaouna,fr,https://fbref.com/en/players/a3c8b4d3/Loum-Tchaouna,Centre-Forward,['Rennes']
Warren Tchimbembé,cg,https://fbref.com/en/players/93b8f9f4/Warren-Tchimbembe,Right Midfield,['Troyes' 'Metz' 'CD Mirandés']
Aurélien Tchouaméni,fr,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni,Defensive Midfield,['Bordeaux' 'Monaco']
Mathys Tel,fr,https://fbref.com/en/players/829aa60c/Mathys-Tel,Right Winger,['Rennes']
Jordan Tell,fr,https://fbref.com/en/players/4f093689/Jordan-Tell,Centre-Forward,['Caen' 'Valenciennes' 'Rennes' 'Orléans' 'Clermont Foot' 'Grenoble']
Nathan Tella,en,https://fbref.com/en/players/f1e94cd6/Nathan-Tella,Right Winger,['Southampton']
Alex Telles,br,https://fbref.com/en/players/e73c9bb2/Alex-Telles,Left-Back,['Galatasaray' 'Inter' 'Porto' 'Manchester Utd']
Cristian Tello,es,https://fbref.com/en/players/72a99e38/Cristian-Tello,Left Winger,['Barcelona B' 'Barcelona' 'Porto' 'Fiorentina' 'Betis']
Nahuel Tenaglia,ar,https://fbref.com/en/players/66654daa/Nahuel-Tenaglia,Right-Back,['Talleres' 'Alavés']
Marc Tenas,es,,,['Alavés']
Filippo Terracciano,it,https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano,Central Midfield,['Hellas Verona']
Martin Terrier,fr,https://fbref.com/en/players/5148dcc5/Martin-Terrier,Left Winger,['Lille' 'Lyon' 'Rennes' 'Strasbourg']
Aleksa Terzić,rs,https://fbref.com/en/players/3ef0a2d7/Aleksa-Terzic,Left-Back,['Red Star' 'Fiorentina' 'Empoli']
Robert Tesche,de,https://fbref.com/en/players/037130ca/Robert-Tesche,Central Midfield,"['Arminia' 'Hamburger SV' 'Düsseldorf' 'Birmingham City' ""Nott'ham Forest""
 'Bochum']"
Tanner Tessmann,us,https://fbref.com/en/players/ac277993/Tanner-Tessmann,Central Midfield,['FC Dallas' 'Venezia']
Tetê,br,https://fbref.com/en/players/7120a04d/Tete,Right Winger,['Shakhtar' 'Lyon']
Cedric Teuchert,de,https://fbref.com/en/players/f956479d/Cedric-Teuchert,Centre-Forward,['Nürnberg' 'Schalke 04' 'Hannover 96' 'Union Berlin']
Arthur Theate,be,https://fbref.com/en/players/df8d6029/Arthur-Theate,Centre-Back,['Oostende' 'Bologna']
Jan Thielmann,de,https://fbref.com/en/players/fd53759d/Jan-Thielmann,Right Winger,['Köln U17' 'Köln U19' 'Köln']
Sada Thioub,sn,https://fbref.com/en/players/f4bc42b1/Sada-Thioub,Right Winger,['Nice' 'Nîmes' 'Angers' 'Saint-Étienne']
Sada Thioub,sn,https://fbref.com/en/players/f4bc42b1/Sada-Thioub,Right Winger,['Nice' 'Nîmes' 'Angers' 'Saint-Étienne']
Luke Thomas,en,https://fbref.com/en/players/fc027d02/Luke-Thomas,Left-Back,['Leicester City']
Romain Thomas,fr,https://fbref.com/en/players/275e2c51/Romain-Thomas,Centre-Back,['Angers']
Adrien Thomasson,fr,https://fbref.com/en/players/c76b7567/Adrien-Thomasson,Attacking Midfield,['Evian' 'Nantes' 'Strasbourg']
Erik Thommy,de,https://fbref.com/en/players/df8e7b62/Erik-Thommy,Left Midfield,"['Augsburg' 'Kaiserslautern' ""Jahn R'burg"" 'Stuttgart' 'Düsseldorf']"
Dominic Thompson,en,https://fbref.com/en/players/235a62f8/Dominic-Thompson,Left-Back,['Arsenal' 'Brentford' 'Swindon Town' 'Ipswich Town']
Morten Thorsby,no,https://fbref.com/en/players/d1b49282/Morten-Thorsby,Central Midfield,['Stabæk' 'Heerenveen' 'Sampdoria']
Thuler,br,https://fbref.com/en/players/db23d9fc/Thuler,Centre-Back,['Flamengo' 'Montpellier']
Marcus Thuram,fr,https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram,Left Winger,"['Sochaux' 'Guingamp' ""M'Gladbach""]"
Khéphren Thuram-Ulie,fr,https://fbref.com/en/players/7d9397f8/Khephren-Thuram-Ulie,Defensive Midfield,['Monaco' 'Nice']
Alexis Tibidi,fr,https://fbref.com/en/players/ca6f4846/Alexis-Tibidi,Centre-Forward,['Stuttgart' 'Stuttgart U19']
Cheikh Tidiane Sabaly,sn,https://fbref.com/en/players/9ddf7fae/Cheikh-Tidiane-Sabaly,Left Winger,['Pau FC' 'Metz' 'Quevilly-Rouen']
Youri Tielemans,be,https://fbref.com/en/players/56f7a928/Youri-Tielemans,Central Midfield,['Anderlecht' 'Monaco' 'Leicester City']
Kieran Tierney,sc,https://fbref.com/en/players/fce2302c/Kieran-Tierney,Left-Back,['Celtic' 'Arsenal']
Steffen Tigges,de,https://fbref.com/en/players/6b8887c2/Steffen-Tigges,Centre-Forward,['Osnabrück' 'Osnabrück U19' 'Dortmund' 'Dortmund II']
Malik Tillman,us,https://fbref.com/en/players/a5420709/Malik-Tillman,Centre-Forward,['FC Bayern U17' 'Bayern U19' 'Bayern Munich II' 'Bayern Munich']
Timothy Tillman,de,https://fbref.com/en/players/a5bea1fb/Timothy-Tillman,Attacking Midfield,['Bayern U19' 'Nürnberg' 'Greuther Fürth']
David Timor,es,https://fbref.com/en/players/174651c8/David-Timor,Defensive Midfield,['Osasuna' 'Girona' 'Valladolid' 'Leganés' 'Las Palmas' 'Getafe' 'Huesca']
Jean-Clair Todibo,fr,https://fbref.com/en/players/88f130ed/Jean-Clair-Todibo,Centre-Back,['Toulouse' 'Barcelona' 'Schalke 04' 'Benfica' 'Nice']
Umut Tohumcu,de,,,['Hoffenheim' 'Hoffenheim U17' 'Hoffenheim U19']
Karl Toko Ekambi,cm,https://fbref.com/en/players/5ceba7fc/Karl-Toko-Ekambi,Centre-Forward,['Sochaux' 'Angers' 'Villarreal' 'Lyon']
Corentin Tolisso,fr,https://fbref.com/en/players/652d4c37/Corentin-Tolisso,Central Midfield,['Lyon' 'Bayern Munich']
Jeremy Toljan,de,https://fbref.com/en/players/a96e5dc0/Jeremy-Toljan,Right-Back,['Hoffenheim' 'Dortmund' 'Celtic' 'Sassuolo']
Rafael Tolói,it,https://fbref.com/en/players/c56dc39e/Rafael-Toloi,Centre-Back,['Roma' 'São Paulo' 'Atalanta']
Raúl de Tomás,es,https://fbref.com/en/players/02ef8778/Raul-de-Tomas,Centre-Forward,"['Real Madrid B' 'Real Madrid' 'Córdoba' 'Valladolid' 'Rayo Vallecano'
 'Benfica' 'Espanyol']"
Tiago Tomás,pt,https://fbref.com/en/players/b492126a/Tiago-Tomas,Centre-Forward,['Sporting CP' 'Stuttgart']
Takehiro Tomiyasu,jp,https://fbref.com/en/players/b3af9be1/Takehiro-Tomiyasu,Centre-Back,['Avispa Fukuoka' 'Sint-Truiden' 'Bologna' 'Arsenal']
Takehiro Tomiyasu,jp,https://fbref.com/en/players/b3af9be1/Takehiro-Tomiyasu,Centre-Back,['Avispa Fukuoka' 'Sint-Truiden' 'Bologna' 'Arsenal']
James Tomkins,en,https://fbref.com/en/players/e7ca0439/James-Tomkins,Centre-Back,['West Ham' 'Derby County' 'Crystal Palace' 'Crystal Palace U23']
Fikayo Tomori,en,https://fbref.com/en/players/7edfbb8a/Fikayo-Tomori,Centre-Back,['Chelsea' 'Brighton' 'Hull City' 'Derby County' 'Milan']
Sandro Tonali,it,https://fbref.com/en/players/0db169ae/Sandro-Tonali,Defensive Midfield,['Brescia' 'Milan']
