Player,Nation,UrlFBref,TmPos,clubes
Mattia Bani,it,https://fbref.com/en/players/0821331c/Mattia-Bani,Centre-Back,['Pro Vercelli' 'Chievo' 'Bologna' 'Parma' 'Genoa']
Simon Banza,fr,https://fbref.com/en/players/be47b750/Simon-Banza,Centre-Forward,['Lens' 'Famalicão']
Shandon Baptiste,gd,https://fbref.com/en/players/2886c9b5/Shandon-Baptiste,Central Midfield,['Oxford United' 'Brentford']
Antonín Barák,cz,https://fbref.com/en/players/01efac19/Antonin-Barak,Attacking Midfield,['Příbram' 'Slavia Prague' 'Udinese' 'Lecce' 'Hellas Verona']
Barbero,es,https://fbref.com/en/players/981c1863/Barbero,Centre-Forward,['Almería' 'Alcorcón' 'Osasuna']
Danilo Barbosa,br,https://fbref.com/en/players/0557ff4f/Danilo-Barbosa,Defensive Midfield,['Braga' 'Valencia' 'Standard Liège' 'Benfica' 'Nice' 'Palmeiras']
Barcia,es,https://fbref.com/en/players/0c717ae6/Barcia,Centre-Back,['Granada']
Bradley Barcola,fr,https://fbref.com/en/players/a0d55a09/Bradley-Barcola,Left Winger,['Lyon']
Melvin Bard,fr,https://fbref.com/en/players/1ddbc7ca/Melvin-Bard,Left-Back,['Lyon' 'Nice']
Enis Bardhi,mk,https://fbref.com/en/players/cac2537b/Enis-Bardhi,Attacking Midfield,['Levante' 'Újpest']
Keidi Bare,al,https://fbref.com/en/players/03049c8c/Keidi-Bare,Central Midfield,['Atlético Madrid' 'Málaga' 'Espanyol']
Nicolò Barella,it,https://fbref.com/en/players/6928979a/Nicolo-Barella,Central Midfield,['Cagliari' 'Como' 'Inter']
Kike Barja,es,https://fbref.com/en/players/aad53e64/Kike-Barja,Right Winger,['Osasuna']
Ross Barkley,en,https://fbref.com/en/players/3a24769f/Ross-Barkley,Central Midfield,['Everton' 'Leeds United' 'Sheffield Weds' 'Chelsea' 'Aston Villa']
Aymen Barkok,ma,https://fbref.com/en/players/a2a85828/Aymen-Barkok,Attacking Midfield,['Frankfurt U19' 'Eint Frankfurt' 'Düsseldorf']
Ashley Barnes,en,https://fbref.com/en/players/2691c772/Ashley-Barnes,Centre-Forward,"['Salisbury City' 'Oxford United' 'Eastbourne' 'Plymouth Argyle'
 'Torquay United' 'Brighton' 'Burnley' 'Burnley FC U23']"
Harvey Barnes,en,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,Left Midfield,['MK Dons' 'Leicester City' 'Barnsley' 'West Brom']
Antonio Barragán,es,https://fbref.com/en/players/487d9b09/Antonio-Barragan,Right-Back,['La Coruña' 'Valladolid' 'Valencia' 'Middlesbrough' 'Betis' 'Elche']
Leandro Barreiro Martins,lu,https://fbref.com/en/players/00242b75/Leandro-Barreiro-Martins,Central Midfield,['Mainz U17' 'Mainz U19' 'Mainz 05']
Ander Barrenetxea,es,https://fbref.com/en/players/200e89e1/Ander-Barrenetxea,Left Winger,['Real Sociedad']
Jacob Barrett Laursen,dk,https://fbref.com/en/players/c0d3bd23/Jacob-Barrett-Laursen,Left-Back,['Odense' 'Arminia']
Musa Barrow,gm,https://fbref.com/en/players/e5bf73f3/Musa-Barrow,Centre-Forward,['Atalanta' 'Bologna']
Abdourahmane Barry,fr,https://fbref.com/en/players/8df328f4/Abdourahmane-Barry,Centre-Back,['Greuther Fürth']
Marc Bartra,es,https://fbref.com/en/players/b742cc0d/Marc-Bartra,Centre-Back,['Barcelona' 'Barcelona B' 'Dortmund' 'Betis']
Daniele Baselli,it,https://fbref.com/en/players/ea06dd97/Daniele-Baselli,Central Midfield,['Cittadella' 'Atalanta' 'Torino' 'Cagliari']
Daniele Baselli,it,https://fbref.com/en/players/ea06dd97/Daniele-Baselli,Central Midfield,['Cittadella' 'Atalanta' 'Torino' 'Cagliari']
Toma Bašić,hr,https://fbref.com/en/players/80556f08/Toma-Basic,Central Midfield,['Hajduk Split' 'Bordeaux' 'Lazio']
Toma Bašić,hr,https://fbref.com/en/players/80556f08/Toma-Basic,Central Midfield,['Hajduk Split' 'Bordeaux' 'Lazio']
Amine Bassi,fr,https://fbref.com/en/players/ced1d98f/Amine-Bassi,Attacking Midfield,['Nancy' 'Barnsley' 'Metz']
Álvaro Bastida,es,https://fbref.com/en/players/42a028c5/Alvaro-Bastida,Central Midfield,['Cádiz']
Alessandro Bastoni,it,https://fbref.com/en/players/75b86fb3/Alessandro-Bastoni,Centre-Back,['Atalanta' 'Parma' 'Inter']
Simone Bastoni,it,https://fbref.com/en/players/1ac232b8/Simone-Bastoni,Left-Back,['Spezia']
Lewis Bate,en,https://fbref.com/en/players/cd4256d3/Lewis-Bate,Central Midfield,['Chelsea' 'Leeds United' 'Leeds Utd U23']
Rodrigo Battaglia,ar,https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia,Central Midfield,"['Braga' 'Moreirense' 'Rosario Cent' 'Chaves' 'Sporting CP' 'Alavés'
 'Mallorca']"
Maximilian Bauer,de,https://fbref.com/en/players/44a20f0c/Maximilian-Bauer,Centre-Back,['Fürth U19' 'Greuther Fürth']
Timo Baumgartl,de,https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl,Centre-Back,['Stuttgart II' 'Stuttgart' 'PSV Eindhoven' 'Union Berlin']
Julian Baumgartlinger,at,https://fbref.com/en/players/69374ff5/Julian-Baumgartlinger,Defensive Midfield,['1860 Munich' 'Austria Wien' 'Mainz 05' 'Leverkusen']
Christoph Baumgartner,at,https://fbref.com/en/players/437f2b00/Christoph-Baumgartner,Attacking Midfield,['Hoffenheim' 'Hoffenheim U19']
Jon Bautista,es,https://fbref.com/en/players/debc6b55/Jon-Bautista,Centre-Forward,['Real Sociedad' 'Eupen' 'Leganés']
Mohamed Bayo,gn,https://fbref.com/en/players/01870104/Mohamed-Bayo,Centre-Forward,['Clermont Foot']
Paul Baysse,fr,https://fbref.com/en/players/2515040a/Paul-Baysse,Centre-Back,['Sedan' 'Brest' 'Saint-Étienne' 'Nice' 'Málaga' 'Bordeaux' 'Caen']
Noah Joel Sarenren Bazee,ng,https://fbref.com/en/players/fbbc8e15/Noah-Joel-Sarenren-Bazee,Right Winger,['Hannover 96' 'Augsburg']
Bebé,cv,https://fbref.com/en/players/d8712bf9/Bebe,Left Winger,"['Manchester Utd' 'Beşiktaş' 'Rio Ave' 'Paços' 'Córdoba' 'Benfica'
 'Rayo Vallecano' 'Eibar']"
Ihlas Bebou,tg,https://fbref.com/en/players/a53b661f/Ihlas-Bebou,Right Winger,['Düsseldorf' 'Hannover 96' 'Hoffenheim']
Rodrigo Becão,br,https://fbref.com/en/players/19e4eab9/Rodrigo-Becao,Centre-Back,['Bahia' 'CSKA Moscow' 'Udinese']
Mads Bech Sørensen,dk,https://fbref.com/en/players/30db8574/Mads-Bech-Sorensen,Centre-Back,['Horsens' 'Brentford' 'AFC Wimbledon']
Sheraldo Becker,sr,https://fbref.com/en/players/8eb55dbb/Sheraldo-Becker,Right Winger,['Jong Ajax' 'Zwolle' 'ADO Den Haag' 'Union Berlin']
Jan Bednarek,pl,https://fbref.com/en/players/4115ce4e/Jan-Bednarek,Centre-Back,['Lech Poznań' 'Górnik Łęczna' 'Southampton']
Donny van de Beek,nl,https://fbref.com/en/players/50dc94ce/Donny-van-de-Beek,Central Midfield,['Ajax' 'Jong Ajax' 'Manchester Utd' 'Everton']
Donny van de Beek,nl,https://fbref.com/en/players/50dc94ce/Donny-van-de-Beek,Central Midfield,['Ajax' 'Jong Ajax' 'Manchester Utd' 'Everton']
Valon Behrami,ch,https://fbref.com/en/players/d3d758d8/Valon-Behrami,Defensive Midfield,"['Genoa' 'Hellas Verona' 'Lazio' 'West Ham' 'Fiorentina' 'Napoli'
 'Hamburger SV' 'Watford' 'Udinese' 'Sion' 'Brescia']"
Kevin Behrens,de,https://fbref.com/en/players/30ae134d/Kevin-Behrens,Centre-Forward,['Sandhausen' 'Union Berlin']
Youcef Belaïli,dz,https://fbref.com/en/players/1a248246/Youcef-Belaili,Left Winger,['Angers' 'Al-Ahli' 'Brest']
Ishak Belfodil,dz,https://fbref.com/en/players/ff182fdc/Ishak-Belfodil,Centre-Forward,"['Lyon' 'Bologna' 'Parma' 'Livorno' 'Inter' 'Standard Liège'
 'Werder Bremen' 'Hoffenheim' 'Hertha BSC']"
Haris Belkebla,dz,https://fbref.com/en/players/2b1bed19/Haris-Belkebla,Central Midfield,['Tours' 'Brest']
Stefan Bell,de,https://fbref.com/en/players/857a5abe/Stefan-Bell,Centre-Back,['1860 Munich' 'Eint Frankfurt' 'Mainz 05']
Armel Bella Kotchap,de,https://fbref.com/en/players/a39d11bc/Armel-Bella-Kotchap,Centre-Back,['Duisburg U17' 'Bochum U17' 'Bochum U19' 'Bochum']
Raoul Bellanova,it,https://fbref.com/en/players/e3756e72/Raoul-Bellanova,Right-Back,['Milan' 'Bordeaux' 'Atalanta' 'Pescara' 'Cagliari']
Karim Bellarabi,de,https://fbref.com/en/players/bee0bab1/Karim-Bellarabi,Right Winger,['Braunschweig' 'Leverkusen']
Jean-Ricner Bellegarde,fr,https://fbref.com/en/players/10f0fdd3/Jean-Ricner-Bellegarde,Left Midfield,['Lens' 'Strasbourg']
Héctor Bellerín,es,https://fbref.com/en/players/f874dd44/Hector-Bellerin,Right-Back,['Watford' 'Arsenal' 'Betis']
Jude Bellingham,en,https://fbref.com/en/players/57d88cf9/Jude-Bellingham,Central Midfield,['Birmingham City' 'Dortmund']
George Bello,us,https://fbref.com/en/players/aca0a525/George-Bello,Left-Back,['Atlanta Utd' 'Atlanta 2' 'Arminia']
Jeanuel Belocian,fr,https://fbref.com/en/players/c678ddd7/Jeanuel-Belocian,Centre-Back,['Rennes']
Andrea Belotti,it,https://fbref.com/en/players/d705ba44/Andrea-Belotti,Centre-Forward,['AlbinoLeffe' 'Palermo' 'Torino']
Fran Beltrán,es,https://fbref.com/en/players/ed5c5fa3/Fran-Beltran,Central Midfield,['Celta Vigo' 'Rayo Vallecano']
Hatem Ben Arfa,fr,https://fbref.com/en/players/74dc806c/Hatem-Ben-Arfa,Attacking Midfield,"['Lyon' 'Marseille' 'Newcastle Utd' 'Hull City' 'Nice' 'Paris S-G'
 'Rennes' 'Valladolid' 'Bordeaux' 'Lille']"
Salim Ben Seghir,fr,https://fbref.com/en/players/1f6298f2/Salim-Ben-Seghir,Right Winger,['Nice' 'Marseille']
Wissam Ben Yedder,fr,https://fbref.com/en/players/942b4f90/Wissam-Ben-Yedder,Centre-Forward,['Toulouse' 'Sevilla' 'Monaco']
Marco Benassi,it,https://fbref.com/en/players/0000acda/Marco-Benassi,Central Midfield,['Inter' 'Livorno' 'Torino' 'Fiorentina' 'Hellas Verona' 'Empoli']
Marco Benassi,it,https://fbref.com/en/players/0000acda/Marco-Benassi,Central Midfield,['Inter' 'Livorno' 'Torino' 'Fiorentina' 'Hellas Verona' 'Empoli']
Darío Benedetto,ar,https://fbref.com/en/players/bef0a7ac/Dario-Benedetto,Centre-Forward,['Tijuana' 'América' 'Boca Juniors' 'Marseille' 'Elche']
Darío Benedetto,ar,https://fbref.com/en/players/bef0a7ac/Dario-Benedetto,Centre-Forward,['Tijuana' 'América' 'Boca Juniors' 'Marseille' 'Elche']
László Bénes,sk,https://fbref.com/en/players/fe888e39/Laszlo-Benes,Central Midfield,"['Győr' ""M'Gladbach"" 'Holstein Kiel' 'Augsburg']"
Iker Benito,es,https://fbref.com/en/players/50cbc806/Iker-Benito,Right Winger,['Osasuna']
Loris Benito,ch,https://fbref.com/en/players/f5b6fb78/Loris-Benito,Left-Back,['Aarau' 'Zürich' 'Benfica' 'Young Boys' 'Bordeaux' 'Sion']
Pedro Benito,es,https://fbref.com/en/players/a7416105/Pedro-Benito,Centre-Forward,['Cádiz']
Filip Benković,hr,https://fbref.com/en/players/305a3820/Filip-Benkovic,Centre-Back,"['Dinamo Zagreb' 'Celtic' 'Leicester City' 'Bristol City' 'Cardiff City'
 'Udinese']"
Ismaël Bennacer,dz,https://fbref.com/en/players/db092d3b/Ismael-Bennacer,Defensive Midfield,['Arles-Avignon' 'Arsenal' 'Tours' 'Empoli' 'Milan']
Keanan Bennetts,en,https://fbref.com/en/players/f4c7c708/Keanan-Bennetts,Left Midfield,"['Tottenham' ""M'Gladbach"" 'Ipswich Town']"
Saïd Benrahma,dz,https://fbref.com/en/players/5a04fd92/Said-Benrahma,Left Winger,['Nice' 'Angers' 'Gazélec Ajaccio' 'Châteauroux' 'Brentford' 'West Ham']
Ramy Bensebaini,dz,https://fbref.com/en/players/378825c7/Ramy-Bensebaini,Left-Back,"['Lierse' ""M'Gladbach"" 'Montpellier' 'Rennes']"
Nabil Bentaleb,dz,https://fbref.com/en/players/3189f61a/Nabil-Bentaleb,Central Midfield,['Tottenham' 'Schalke 04' 'Newcastle Utd' 'Angers']
Rodrigo Bentancur,uy,https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur,Central Midfield,['Boca Juniors' 'Juventus' 'Tottenham']
Rodrigo Bentancur,uy,https://fbref.com/en/players/3b8674e6/Rodrigo-Bentancur,Central Midfield,['Boca Juniors' 'Juventus' 'Tottenham']
Christian Benteke,be,https://fbref.com/en/players/ab070c55/Christian-Benteke,Centre-Forward,"['Genk' 'Standard Liège' 'Kortrijk' 'Mechelen' 'Aston Villa' 'Liverpool'
 'Crystal Palace' 'Crystal Palace U23']"
Karim Benzema,fr,https://fbref.com/en/players/70d74ece/Karim-Benzema,Centre-Forward,['Lyon' 'Real Madrid']
Domenico Berardi,it,https://fbref.com/en/players/53a0e358/Domenico-Berardi,Right Winger,['Sassuolo']
Yuri Berchiche,es,https://fbref.com/en/players/b6e50615/Yuri-Berchiche,Left-Back,"['Cheltenham' 'Valladolid' 'Eibar' 'Real Sociedad' 'Paris S-G'
 'Athletic Club']"
Álex Berenguer,es,https://fbref.com/en/players/dc1c2fce/Alex-Berenguer,Left Winger,['Osasuna' 'Torino' 'Athletic Club']
Bartosz Bereszyński,pl,https://fbref.com/en/players/61b3978f/Bartosz-Bereszynski,Right-Back,['Lech Poznań' 'Legia Warsaw' 'Sampdoria']
Jóhann Berg Guðmundsson,is,https://fbref.com/en/players/f72293fc/Johann-Berg-Gudmundsson,Right Winger,['AZ Alkmaar' 'Charlton Ath' 'Burnley']
Patrick Berg,no,https://fbref.com/en/players/e4114f5d/Patrick-Berg,Defensive Midfield,['Bodø/Glimt' 'Lens']
Mitchell van Bergen,nl,https://fbref.com/en/players/0b2c9aec/Mitchell-van-Bergen,Right Winger,['Vitesse' 'Heerenveen' 'Reims']
Steven Bergwijn,nl,https://fbref.com/en/players/a29b1131/Steven-Bergwijn,Left Winger,['Jong PSV' 'PSV Eindhoven' 'Tottenham']
Valon Berisha,xk,https://fbref.com/en/players/d5575935/Valon-Berisha,Central Midfield,['Viking' 'RB Salzburg' 'Lazio' 'Düsseldorf' 'Reims']
Federico Bernardeschi,it,https://fbref.com/en/players/ee93c1a9/Federico-Bernardeschi,Right Winger,['Crotone' 'Fiorentina' 'Juventus']
Juan Bernat,es,https://fbref.com/en/players/433dc9a2/Juan-Bernat,Left-Back,['Valencia' 'Bayern Munich' 'Paris S-G']
Jason Berthomier,fr,https://fbref.com/en/players/03e91055/Jason-Berthomier,Attacking Midfield,['Bourg-Péronnas' 'Brest' 'Clermont Foot' 'Troyes']
Nicolò Bertola,it,https://fbref.com/en/players/04b40c58/Nicolo-Bertola,Centre-Back,['Spezia']
Ryan Bertrand,en,https://fbref.com/en/players/01226327/Ryan-Bertrand,Left-Back,"['Bournemouth' 'Oldham Athletic' 'Norwich City' 'Reading'
 ""Nott'ham Forest"" 'Chelsea' 'Aston Villa' 'Southampton' 'Leicester City']"
Daniel Bessa,it,https://fbref.com/en/players/88895312/Daniel-Bessa,Central Midfield,"['Vicenza' ""Sparta R'dam"" 'Olhanense' 'Bologna' 'Como' 'Hellas Verona'
 'Genoa' 'Goiás']"
Beto,gw,https://fbref.com/en/players/ed5c0319/Beto,Centre-Forward,['Portimonense' 'Udinese']
Louis Beyer,de,https://fbref.com/en/players/9af1f9ff/Louis-Beyer,Centre-Back,"['Gladbach U17' ""M'gladbach U19"" ""M'Gladbach"" 'Hamburger SV']"
Bartosz Bialek,pl,https://fbref.com/en/players/763b8b37/Bartosz-Bialek,Centre-Forward,['Zagłębie Lubin' 'Wolfsburg']
Giulian Biancone,fr,https://fbref.com/en/players/de40e38c/Giulian-Biancone,Right-Back,['Cercle Brugge' 'Monaco' 'Troyes']
Ermin Bičakčić,ba,https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic,Centre-Back,['Stuttgart II' 'Stuttgart' 'Braunschweig' 'Hoffenheim']
Mads Bidstrup,dk,https://fbref.com/en/players/407db0d5/Mads-Bidstrup,Central Midfield,['RB Leipzig U17' 'Leipzig U19' 'Brentford' 'Nordsjælland']
Pedro Bigas,es,https://fbref.com/en/players/697295b1/Pedro-Bigas,Centre-Back,['Mallorca' 'Las Palmas' 'Eibar' 'Elche']
El Bilal Touré,ml,https://fbref.com/en/players/47c609d5/El-Bilal-Toure,Centre-Forward,['Reims']
Jean-Claude Billong,cm,https://fbref.com/en/players/a3e1d20d/Jean-Claude-Billong,Centre-Back,['Benevento' 'Foggia' 'Salernitana' 'Hatayspor' 'Clermont Foot']
Luis Binks,en,https://fbref.com/en/players/36e88fbc/Luis-Binks,Centre-Back,['Tottenham' 'Montreal Impact' 'CF Montréal' 'Bologna']
Cristiano Biraghi,it,https://fbref.com/en/players/9e1577aa/Cristiano-Biraghi,Left-Back,"['Juve Stabia' 'Cittadella' 'Catania' 'Chievo' 'Granada' 'Pescara'
 'Fiorentina' 'Inter']"
Davide Biraschi,it,https://fbref.com/en/players/64cd167d/Davide-Biraschi,Centre-Back,['Grosseto' 'Avellino' 'Genoa' 'Fatih Karagümrük']
Tom Bischof,de,https://fbref.com/en/players/07d3bfec/Tom-Bischof,Attacking Midfield,['Hoffenheim U17' 'Hoffenheim' 'Hoffenheim U19']
Yves Bissouma,ml,https://fbref.com/en/players/6c203af0/Yves-Bissouma,Central Midfield,['Lille' 'Brighton']
Nathan Bitu Mazala,fr,https://fbref.com/en/players/0f697e02/Nathan-Bitu-Mazala,Right-Back,['Paris S-G']
Bjarki Bjarkason,is,https://fbref.com/en/players/f1d25de7/Bjarki-Bjarkason,Left Winger,['Venezia']
Blanco,es,https://fbref.com/en/players/506daeac/Blanco,Central Midfield,['Real Madrid']
Ludovic Blas,fr,https://fbref.com/en/players/6191093d/Ludovic-Blas,Attacking Midfield,['Guingamp' 'Nantes']
Danny Blum,de,https://fbref.com/en/players/eb61713c/Danny-Blum,Left Winger,"['Sandhausen' 'Karlsruher' 'Nürnberg' 'Eint Frankfurt' 'Las Palmas'
 'Bochum']"
Myron Boadu,nl,https://fbref.com/en/players/5b479568/Myron-Boadu,Centre-Forward,['Jong AZ' 'AZ Alkmaar' 'Monaco']
Jérôme Boateng,de,https://fbref.com/en/players/2db2fd7b/Jerome-Boateng,Centre-Back,['Hertha BSC' 'Hamburger SV' 'Manchester City' 'Bayern Munich' 'Lyon']
Kevin-Prince Boateng,gh,https://fbref.com/en/players/f4ec4fd0/Kevin-Prince-Boateng,Attacking Midfield,"['Hertha BSC' 'Tottenham' 'Dortmund' 'Portsmouth' 'Milan' 'Schalke 04'
 'Las Palmas' 'Eint Frankfurt' 'Barcelona' 'Sassuolo' 'Fiorentina'
 'Beşiktaş' 'Monza']"
Antonin Bobichon,fr,https://fbref.com/en/players/7d937aa1/Antonin-Bobichon,Central Midfield,['Nîmes' 'Angers' 'Nancy']
Herbert Bockhorn,de,https://fbref.com/en/players/5ad8c360/Herbert-Bockhorn,Right-Back,['Huddersfield' 'Bochum']
Jean-Paul Boëtius,nl,https://fbref.com/en/players/635f2732/Jean-Paul-Boetius,Attacking Midfield,['Feyenoord' 'Basel' 'Genk' 'Mainz 05']
Jeremie Boga,ci,https://fbref.com/en/players/fe012aca/Jeremie-Boga,Left Winger,['Chelsea' 'Rennes' 'Granada' 'Birmingham City' 'Sassuolo' 'Atalanta']
Jeremie Boga,ci,https://fbref.com/en/players/fe012aca/Jeremie-Boga,Left Winger,['Chelsea' 'Rennes' 'Granada' 'Birmingham City' 'Sassuolo' 'Atalanta']
Luka Bogdan,hr,https://fbref.com/en/players/cb678320/Luka-Bogdan,Centre-Back,['Vicenza' 'Livorno' 'Salernitana' 'Ternana']
Emil Bohinen,no,https://fbref.com/en/players/c83c203f/Emil-Bohinen,Central Midfield,['Stabæk' 'CSKA Moscow' 'Salernitana']
Quentin Boisgard,fr,https://fbref.com/en/players/f6496133/Quentin-Boisgard,Attacking Midfield,['Toulouse' 'Lorient']
Charles Boli,fr,https://fbref.com/en/players/bbdd999a/Charles-Boli,Central Midfield,['Lens' 'Paris FC' 'Vicenza Virtus']
Willy Boly,ci,https://fbref.com/en/players/a4ac4b8f/Willy-Boly,Centre-Back,['Auxerre' 'Braga' 'Porto' 'Wolves']
Giacomo Bonaventura,it,https://fbref.com/en/players/d995ed27/Giacomo-Bonaventura,Central Midfield,['Atalanta' 'Padova' 'Milan' 'Fiorentina']
Federico Bonazzoli,it,https://fbref.com/en/players/bf57eaab/Federico-Bonazzoli,Centre-Forward,"['Brescia' 'Inter' 'Padova' 'SPAL' 'Salernitana' 'Sampdoria' 'Torino'
 'Virtus Lanciano']"
Tarsis Bonga,de,https://fbref.com/en/players/6ebbc28a/Tarsis-Bonga,Right Winger,['Zwickau' 'Chemnitzer FC' 'Bochum']
Kevin Bonifazi,it,https://fbref.com/en/players/fb77bfef/Kevin-Bonifazi,Centre-Back,['Torino' 'SPAL' 'Udinese' 'Bologna']
Solomon Bonnah,nl,https://fbref.com/en/players/dd7b6eb8/Solomon-Bonnah,Right-Back,['RB Leipzig U17' 'Leipzig U19' 'RB Leipzig']
Leonardo Bonucci,it,https://fbref.com/en/players/52ec54d0/Leonardo-Bonucci,Centre-Back,['Inter' 'Treviso' 'Pisa' 'Bari' 'Juventus' 'Milan']
Sebastiaan Bornauw,be,https://fbref.com/en/players/01834aa0/Sebastiaan-Bornauw,Centre-Back,['Anderlecht' 'Köln' 'Wolfsburg']
Rafael Borré,co,https://fbref.com/en/players/c68da769/Rafael-Borre,Centre-Forward,['AD Cali' 'Villarreal' 'River Plate' 'Eint Frankfurt']
Sven Botman,nl,https://fbref.com/en/players/ccce7025/Sven-Botman,Centre-Back,['Jong Ajax' 'Heerenveen' 'Lille']
Denis Bouanga,ga,https://fbref.com/en/players/0b0cbe5b/Denis-Bouanga,Left Winger,['Lorient' 'Nîmes' 'Saint-Étienne' 'Tours']
Hicham Boudaoui,dz,https://fbref.com/en/players/f9d5908e/Hicham-Boudaoui,Central Midfield,['Nice']
Ryad Boudebouz,dz,https://fbref.com/en/players/1001ae82/Ryad-Boudebouz,Attacking Midfield,['Bastia' 'Betis' 'Celta Vigo' 'Montpellier' 'Saint-Étienne' 'Sochaux']
Sofiane Boufal,ma,https://fbref.com/en/players/b0c71810/Sofiane-Boufal,Left Winger,['Angers' 'Celta Vigo' 'Lille' 'Southampton']
Farid Boulaya,dz,https://fbref.com/en/players/a0791826/Farid-Boulaya,Attacking Midfield,['Istres' 'Clermont Foot' 'Bastia' 'Metz']
Ismaëlben Boura,fr,https://fbref.com/en/players/62e02107/Ismaelben-Boura,Left-Back,['Lens' 'Le Havre']
Mehdi Bourabia,ma,https://fbref.com/en/players/0d077b88/Mehdi-Bourabia,Central Midfield,"['Grenoble' 'Loko Plovdiv' 'Cherno More' 'Levski Sofia' 'Konyaspor'
 'Sassuolo' 'Spezia']"
Benjamin Bourigeaud,fr,https://fbref.com/en/players/20e73fac/Benjamin-Bourigeaud,Central Midfield,['Lens' 'Rennes']
Redwan Bourles,fr,https://fbref.com/en/players/5c7895a0/Redwan-Bourles,Left Midfield,['Lorient']
Edoardo Bove,it,https://fbref.com/en/players/ae94a6c5/Edoardo-Bove,Central Midfield,['Roma']
Jarrod Bowen,en,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen,Right Winger,['Hereford United' 'Hull City' 'West Ham']
Dedryck Boyata,be,https://fbref.com/en/players/7c473e12/Dedryck-Boyata,Centre-Back,['Manchester City' 'Bolton' 'Twente' 'Celtic' 'Hertha BSC']
Lucas Boyé,ar,https://fbref.com/en/players/d49f3e6b/Lucas-Boye,Centre-Forward,"['River Plate' ""Newell's OB"" 'Torino' 'Celta Vigo' 'AEK Athens' 'Reading'
 'Elche']"
Domagoj Bradarić,hr,https://fbref.com/en/players/8bbe2df5/Domagoj-Bradaric,Left-Back,['Hajduk Split' 'Lille']
Bilal Brahimi,dz,https://fbref.com/en/players/02bcaf8e/Bilal-Brahimi,Left Winger,['Middlesbrough' 'Nice' 'Angers' 'Reims']
Bilal Brahimi,dz,https://fbref.com/en/players/02bcaf8e/Bilal-Brahimi,Left Winger,['Middlesbrough' 'Nice' 'Angers' 'Reims']
Martin Braithwaite,dk,https://fbref.com/en/players/fd771f95/Martin-Braithwaite,Centre-Forward,['Esbjerg' 'Toulouse' 'Bordeaux' 'Middlesbrough' 'Leganés' 'Barcelona']
Julian Brandt,de,https://fbref.com/en/players/a167537f/Julian-Brandt,Attacking Midfield,['Dortmund' 'Leverkusen']
Jarrad Branthwaite,en,https://fbref.com/en/players/c1949191/Jarrad-Branthwaite,Centre-Back,['Carlisle United' 'Everton' 'Blackburn']
Darko Brašanac,rs,https://fbref.com/en/players/4accb7e0/Darko-Brasanac,Central Midfield,['Partizan' 'Smederevo' 'Betis' 'Leganés' 'Alavés' 'Osasuna']
Lilian Brassier,fr,https://fbref.com/en/players/5b146df3/Lilian-Brassier,Centre-Back,['Valenciennes' 'Rennes' 'Brest']
Iker Bravo,es,https://fbref.com/en/players/db8c8860/Iker-Bravo,Centre-Forward,['Leverkusen U17' 'Leverkusen' 'Leverkusen U19']
Josip Brekalo,hr,https://fbref.com/en/players/d4a2533d/Josip-Brekalo,Left Winger,['Dinamo Zagreb' 'Wolfsburg' 'Stuttgart' 'Torino']
Josip Brekalo,hr,https://fbref.com/en/players/d4a2533d/Josip-Brekalo,Left Winger,['Dinamo Zagreb' 'Wolfsburg' 'Stuttgart' 'Torino']
Gleison Bremer,br,https://fbref.com/en/players/5fd5ed86/Gleison-Bremer,Centre-Back,['Atlético Mineiro' 'Torino']
Jimmy Briand,fr,https://fbref.com/en/players/f83c8d6c/Jimmy-Briand,Centre-Forward,['Rennes' 'Lyon' 'Hannover 96' 'Guingamp' 'Bordeaux']
